name,item_code,variant,item_description,category,subcategory,segment,subsegment,leaftype,leaftype,leaf_desc,leafposition,vehicle,vechiclemodel,drawing_refno,mrp1,mrp2,mrp3,mrp4,mrp5,dbp1,dbp2,dbp3,dbp4,dbp5,status,priority,substitute,weight,length,section,ch_detail,sh_detail,item_weight,suitableFor,image
TML Y1 10.4 TONE TRUCK Front PARABOLIC IWR,595121,AMI,TML Y1 10.4 TONE TRUCK Front PARABOLIC IWR,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,IWR,Front,TATA,Y1,5.50732E+11,3010,2210,0,0,0,3010,2210,0,0,0,1,3,,9.2,41.57,,,,,,
EML MAV Rear M/L,724201,AMI,EML MAV Rear M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,EICHER,EICHER,IC324678,3120,2290,0,0,0,3120,2290,0,0,0,1,3,,14.33,73.82,,,,,,
A/ LEYLAND NGIT Rear SUSPENSION M/L,746201,AMI,A/ LEYLAND NGIT Rear SUSPENSION M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,OTHERS,B6Y08201,2350,1720,0,0,0,2350,1720,0,0,0,1,3,,12.085,64.57,,,,,,
A/ LEYLAND NGIT Rear SUSPENSION 2/L,746202,AMI,A/ LEYLAND NGIT Rear SUSPENSION 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,ASHOK LEYLAND,OTHERS,B6Y08201,2360,1730,0,0,0,2360,1730,0,0,0,1,3,,11.23,61.81,,,,,,
TATA 608 TRUCK (R) 4/L,6204,AMI,TATA 608 TRUCK (R) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,TATA,608,2.64032E+11,1290,940,0,0,0,1290,940,0,0,0,1,3,,7.124,50.08,,,,,,
TATA 1210 SE 12.5(R) 9/L,19209,AMI,TATA 1210 SE 12.5(R) 9/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,TATA,1210,2.57332E+11,740,540,0,0,0,740,540,0,0,0,1,3,,4.233,21.46,,,,,,
TATA 1210 SE(H) 16MM 5/L,019305N,AMI,TATA 1210 SE(H) 16MM 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Helper,TATA,1210,2.57332E+11,530,390,0,0,0,530,390,0,0,0,1,3,,2.864,15.35,,,,,,
TATA 65/1210 12.5(H) AUX-A,20331,AMI,TATA 65/1210 12.5(H) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-A,Helper,TATA,1210,042320008J,1300,950,0,0,0,1300,950,0,0,0,1,3,,7.48,45.08,,,,,,
LEY.TUS. NM C.H. H 6/L,41606,AMI,LEY.TUS. NM C.H. H 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Helper,ASHOK LEYLAND,OTHERS,DEPE11602087,550,400,0,0,0,550,400,0,0,0,1,3,,3.018,19.76,,,,,,
EICHER (T) (R) 3/L,48203,AMI,EICHER (T) (R) 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,EICHER,EICHER,MB391167/IB003083,1110,810,0,0,0,1110,810,0,0,0,1,3,,5.972,49.21,,,,,,
EICHER SHAKTI (F) 4/L,49104,AMI,EICHER SHAKTI (F) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,EICHER,SHAKTI,IB007533/34,790,580,0,0,0,790,580,0,0,0,1,3,,4,30.12,,,,,,
EICHER SHAKTI (R) 3/L,49203,AMI,EICHER SHAKTI (R) 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,EICHER,SHAKTI,IB007505,1300,950,0,0,0,1300,950,0,0,0,1,3,,6.6,49.21,,,,,,
EICHER SHAKTI (R) 4/L,49204,AMI,EICHER SHAKTI (R) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,EICHER,SHAKTI,IB007505,1110,810,0,0,0,1110,810,0,0,0,1,3,,5.8,43.7,,,,,,
EICHER SHAKTI (H) M/L,49301,AMI,EICHER SHAKTI (H) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,M/L,Helper,EICHER,SHAKTI,IB007505,880,640,0,0,0,880,640,0,0,0,1,3,,4.2,35.83,,,,,,
DOST PLUS Rear SPRING - 550202VA0C  6/L,1014206,AMI,DOST PLUS Rear SPRING - 550202VA0C  6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ALLWYN NISSAN,ALLWYN NISSAN,550202VA0C,290,210,0,0,0,290,210,0,0,0,1,3,,1.36,12.2,,,,,,
TATA SUMO PARAB.Rear WITH BUSH M/L WITH BUSH,230201B,AMI,TATA SUMO PARAB.Rear WITH BUSH M/L WITH BUSH,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,M/L WITH BUSH,Rear,TATA,SUMO,2.69832E+11,2350,1720,0,0,0,2350,1720,0,0,0,1,3,,7.1,49.33,,,,,,
TATA 1612 (F) M/L,254101,AMI,TATA 1612 (F) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,TATA,1612,257532100115N/257532100116N,1890,1390,0,0,0,1890,1390,0,0,0,1,3,,9.58,67.32,,,,,,
TATA 1612 (F) 6/L,254106,AMI,TATA 1612 (F) 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,TATA,1612,257532100115N/257532100116N,940,690,0,0,0,940,690,0,0,0,1,3,,5.108,30.2,,,,,,
TATA 1612 (F) 7/L,254107,AMI,TATA 1612 (F) 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,TATA,1612,257532100115N/257532100116N,590,430,0,0,0,590,430,0,0,0,1,3,,3.51,24.13,,,,,,
M&M MAXI Rear 6/L,264206,AMI,M&M MAXI Rear 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,MAHINDRA,MAXI,0402AA1450N,300,220,0,0,0,300,220,0,0,0,1,3,,1.81,15.51,,,,,,
LEY 2516 Front MINNING TIPPER 2/L,293102,AMI,LEY 2516 Front MINNING TIPPER 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Front,ASHOK LEYLAND,2516,F4515110/B7201501,1710,1250,0,0,0,1710,1250,0,0,0,1,3,,10.5,62.99,,,,,,
M&M GENIO Rear DRG. NO. 042AAA02630N 5/L,353205,AMI,M&M GENIO Rear DRG. NO. 042AAA02630N 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,MAHINDRA,GENIO,0402AAA02630N,1080,790,0,0,0,1080,790,0,0,0,1,3,,5.33,25.59,,,,,,
LL E COMET 912SM/1112 RR SUSP. SPR. B6Y00701/02 &B6Y2801/02 7/L,436207,AMI,LL E COMET 912SM/1112 RR SUSP. SPR. B6Y00701/02 &B6Y2801/02 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,E.COMET,B6Y00701/02&B6Y2801/02,880,640,0,0,0,880,640,0,0,0,1,3,,4.714,24.17,,,,,,
EML MCV 1100 Front PARABOLIC AUX-A,600131,AMI,EML MCV 1100 Front PARABOLIC AUX-A,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,AUXILLIARY,LOOSE LEAF,AUX-A,Front,EICHER,EICHER,IC309053,2440,1790,0,0,0,2440,1790,0,0,0,1,3,,7.4,35.83,,,,,,
DICV 8X4C HD THUNDER BOLT FA-1 FR PB-2/L AMI AMI 2/L,654102,AMI,DICV 8X4C HD THUNDER BOLT FA-1 FR PB-2/L AMI AMI 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,DICV,DICV,A4003201202,5760,4220,0,0,0,5760,4220,0,0,0,1,3,,20.08,47.64,,,,,,
MTBD 37T PUSHER FR PARA-7401AAP01350N 3/L,715103,AMI,MTBD 37T PUSHER FR PARA-7401AAP01350N 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,MAHINDRA,OTHERS,7401AAP01350N,4880,3570,0,0,0,4880,3570,0,0,0,1,3,,19.134,48.58,,,,,,
XENON COMPACT (CONV.) 3/L,741203,AMI,XENON COMPACT (CONV.) 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,TATA,XENON,2.89832E+11,850,620,0,0,0,850,620,0,0,0,1,3,,4.1,42.36,,,,,,
EML MAV RR SPRING 2/L,744202,AMI,EML MAV RR SPRING 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,EICHER,EICHER,,2350,1720,0,0,0,2350,1720,0,0,0,1,3,,14.7,57.36,,,,,,
EICHER PRO 8031 FR PB,996101,AMI,EICHER PRO 8031 FR PB,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Front,EICHER,EICHER,,6210,4550,0,0,0,6210,4550,0,0,0,1,3,,23.6,57.56,,,,,,
EICHER PRO 8031 FR PB,996102,AMI,EICHER PRO 8031 FR PB,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,EICHER,EICHER,,4710,3450,0,0,0,4710,3450,0,0,0,1,3,,19,46.46,,,,,,
TATA EMRI AMBULANCE RR PARA,296203,AMI,TATA EMRI AMBULANCE RR PARA,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,3/L,Rear,TATA,OTHERS,5.51232E+11,2140,1570,0,0,0,2140,1570,0,0,0,1,3,,8.36,42.72,,,,,,
TATA TRUCK 1312(H) 16MM HOLE M/L,021301N,AMI,TATA TRUCK 1312(H) 16MM HOLE M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Helper,TATA,1312,2.57532E+11,1390,1020,0,0,0,1390,1020,0,0,0,1,3,,7.976,47.44,,,,,,
AMW FR PART NO 251000016 9/L,288109,AMI,AMW FR PART NO 251000016 9/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Front,AMW,AMW,251000016,1530,1120,0,0,0,1530,1120,0,0,0,1,3,,7.92,35.04,,,,,,
IC329451 PARA 2/L,738102,AMI,IC329451 PARA 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,EICHER,EICHER,IC329451,4210,3090,0,0,0,4210,3090,0,0,0,1,3,,17.48,48.82,,,,,,
MFTPL 16 TON/MAAN (T) Front AUX-B,265132,AMI,MFTPL 16 TON/MAAN (T) Front AUX-B,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-B,Front,MFTPL,OTHERS,64.43402.0001/0007,2480,1820,0,0,0,2480,1820,0,0,0,1,3,,13.87,61.65,,,,,,
A/LEY NGICV 10XX RR PARABOLIC L1W,498221,AMI,A/LEY NGICV 10XX RR PARABOLIC L1W,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,L1W,Rear,ASHOK LEYLAND,NGICV,B6X01502,6090,4460,0,0,0,6090,4460,0,0,0,1,3,,22.65,54.72,,,,,,
NGICV -12XX Rear (C & P) 2/L,660202,AMI,NGICV -12XX Rear (C & P) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,ASHOK LEYLAND,NGICV,B6X01601,4080,2990,0,0,0,4080,2990,0,0,0,1,3,,18.258,81.97,,,,,,
E.COMET FR DRG NO:F4513510 Aux B,298132,AMI,E.COMET FR DRG NO:F4513510 Aux B,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Front,ASHOK LEYLAND,E.COMET,F4513510/B3103201,1830,1340,0,0,0,1830,1340,0,0,0,1,3,,10.36,61.02,,,,,,
LEY.HIPPO/2518 TIPPER Rear 2/L,271202,AMI,LEY.HIPPO/2518 TIPPER Rear 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,2/L,Rear,ASHOK LEYLAND,2518,F4516510,7590,5560,0,0,0,7590,5560,0,0,0,1,3,,28.97,67.01,,,,,,
LL E COMET STRONG/SMART & 912 ST.HL B6Y01601/02 &B6Y02701/02 3/L,435303,AMI,LL E COMET STRONG/SMART & 912 ST.HL B6Y01601/02 &B6Y02701/02 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Helper,ASHOK LEYLAND,E.COMET,B6Y01601/02&B6Y02701/02,1410,1030,0,0,0,1410,1030,0,0,0,1,3,,7.8,46.38,,,,,,
TATA 1613 LPT (F) (NEW) STIFFER 8/L,252108N,AMI,TATA 1613 LPT (F) (NEW) STIFFER 8/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Front,TATA,1613,2.63232E+11,1020,740,0,0,0,1020,740,0,0,0,1,3,,5.68,31.14,,,,,,
LL E COMET STRONG/SMART & 912 ST.RR B6Y01601/02 &B6Y02701/02 4/L,435204,AMI,LL E COMET STRONG/SMART & 912 ST.RR B6Y01601/02 &B6Y02701/02 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,E.COMET,B6Y01601/02&B6Y02701/02,1610,1180,0,0,0,1610,1180,0,0,0,1,3,,8.67,44.49,,,,,,
TATA 1516/2416 (F) 5/L,193105,AMI,TATA 1516/2416 (F) 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Front,TATA,1516,2.57632E+11,1550,1130,0,0,0,1550,1130,0,0,0,1,3,,7.19,54.02,,,,,,
AMBASSADOR NOVA M/L,35101,AMI,AMBASSADOR NOVA M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,HM,AMBASSADOR,3050311,610,440,0,0,0,610,440,0,0,0,1,3,,2.68,57.87,,,,,,
VISHAL VIKRAM THREE WHEELER LEA 4/L,326204,AMI,VISHAL VIKRAM THREE WHEELER LEA 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,VISHAL VIKRAM,VISHAL VIKRAM,4365.808,270,200,0,0,0,270,200,0,0,0,1,3,,1.22,26.77,,,,,,
TATA EMRI AMBULANCE RR PARA 5512 3240 0106,296201,AMI,TATA EMRI AMBULANCE RR PARA 5512 3240 0106,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,M/L,Rear,TATA,OTHERS,5.51232E+11,2910,2130,0,0,0,2910,2130,0,0,0,1,3,,10.71,54.72,,,,,,
LPS 4938 RR LEAF SPRING ASSY.,588210,AMI,LPS 4938 RR LEAF SPRING ASSY.,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,TATA,LPS 4938,2.88032E+11,2200,1610,0,0,0,2200,1610,0,0,0,1,3,,9.63,22.83,,,,,,
TATA 1516/2416 (F) AUX-B,193132,AMI,TATA 1516/2416 (F) AUX-B,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-B,Front,TATA,1516,2.57632E+11,1920,1410,0,0,0,1920,1410,0,0,0,1,2,,10.95,63.23,,,,,,
278232100130-3/L,258103,AMI,278232100130-3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Front,TATA,2515,278232100130/284132100101,2700,1980,0,0,0,2700,1980,0,0,0,1,2,,15.96,0,,,,,,
TML 1210/65 RR SPL 16.5 4/L(H)R,020304N,AMI,TML 1210/65 RR SPL 16.5 4/L(H)R,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Helper,TATA,1210,042320008J,820,600,0,0,0,820,600,0,0,0,1,3,,4.617,27.95,,,,,,
TATA TRUCK 1312(H) 16MM HOLE AUX-B,021332N,AMI,TATA TRUCK 1312(H) 16MM HOLE AUX-B,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX-B,Helper,TATA,1312,2.57532E+11,1180,870,0,0,0,1180,870,0,0,0,1,3,,6.788,40.55,,,,,,
TATA  407 TURBO (RR) 8/L 2651 3241 0121 8/L,16208,AMI,TATA  407 TURBO (RR) 8/L 2651 3241 0121 8/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,TATA,407,265132410108/265132410121,470,340,0,0,0,470,340,0,0,0,1,3,,2.02,12.91,,,,,,
DICV Front PAR SPRING A400 320 00 01 2/L,458102,AMI,DICV Front PAR SPRING A400 320 00 01 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,2/L,Front,DICV,DICV,A4003200001,6390,4680,0,0,0,6390,4680,0,0,0,1,3,,21.44,50,,,,,,
DICV Front PAR SPRING A400 320 00 01 3/L,458103,AMI,DICV Front PAR SPRING A400 320 00 01 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,DICV,DICV,A4003200001,7040,5160,0,0,0,7040,5160,0,0,0,1,3,,23.638,55.12,,,,,,
TATA SUMO PARA R N M 0153 3/L,230203N,AMI,TATA SUMO PARA R N M 0153 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,LOOSE LEAF,3/L,Rear,TATA,SUMO,2.69832E+11,1260,920,0,0,0,1260,920,0,0,0,1,3,,4.44,25.2,,,,,,
TATA  LP 909 BUS (RR) 6/L 2821 3240 0112-6/L,336206,AMI,TATA  LP 909 BUS (RR) 6/L 2821 3240 0112-6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,TATA,LP 909,2.82132E+11,1390,1020,0,0,0,1390,1020,0,0,0,1,3,,7.99,38.39,,,,,,
4X2 Rear SPRING ASSY H/1,702301,AMI,4X2 Rear SPRING ASSY H/1,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,H/1,Helper,DAIMLER,OTHERS,A4003200308,3510,2580,0,0,0,3510,2580,0,0,0,1,3,,18.5,55.28,,,,,,
TATA SUMO (R) AUX-A,229231,AMI,TATA SUMO (R) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,MUV,AUXILLIARY,LOOSE LEAF,AUX-A,Rear,TATA,SUMO,2.70132E+11,820,600,0,0,0,820,600,0,0,0,1,3,,4.11,51.5,,,,,,
TATA 1613 LPT (F) (NEW) STIFFER 7/L,252107N,AMI,TATA 1613 LPT (F) (NEW) STIFFER 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,TATA,1613,2.63232E+11,1200,880,0,0,0,1200,880,0,0,0,1,3,,6.86,37.6,,,,,,
LEY.HIPPO/2518 TIPPER Rear 8/L,271208,AMI,LEY.HIPPO/2518 TIPPER Rear 8/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,2518,F4516510,3290,2410,0,0,0,3290,2410,0,0,0,1,3,,12.34,28.54,,,,,,
LEY.HIPPO/2518 TIPPER Rear 6/L,271206,AMI,LEY.HIPPO/2518 TIPPER Rear 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,2518,F4516510,4620,3390,0,0,0,4620,3390,0,0,0,1,3,,17.28,39.96,,,,,,
8X4C SECOND Front AXLE PARABOLIC SPRING ASSY 3/L,651103,AMI,8X4C SECOND Front AXLE PARABOLIC SPRING ASSY 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,3/L,Front,DICV,DICV,A4003201001,5480,4020,0,0,0,5480,4020,0,0,0,1,3,,19.101,46.93,,,,,,
NGICV -12XX Rear (C & P) M/L,660201,AMI,NGICV -12XX Rear (C & P) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,NGICV,B6X01601,7740,5670,0,0,0,7740,5670,0,0,0,1,3,,19.118,85.83,,,,,,
E.COMET FR DRG NO:F4513510 1WR/L,2981021,AMI,E.COMET FR DRG NO:F4513510 1WR/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,1WR,Front,ASHOK LEYLAND,E.COMET,F4513510/B3103201,2260,1650,0,0,0,2260,1650,0,0,0,1,3,,12.73,74.96,,,,,,
TML 1613 CNG Front WEWLLER,659103,AMI,TML 1613 CNG Front WEWLLER,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Front,TATA,1613,2.16332E+11,2670,1950,0,0,0,2670,1950,0,0,0,1,3,,12.086,58.66,,,,,,
TML 1613 CNG Front WEWLLER,659104,AMI,TML 1613 CNG Front WEWLLER,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,TATA,1613,2.16332E+11,2560,1880,0,0,0,2560,1880,0,0,0,1,3,,11.174,54.25,,,,,,
8X4 FIRST Front PARABOLIC SPRING ASSY M/L,652101,AMI,8X4 FIRST Front PARABOLIC SPRING ASSY M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Front,DICV,DICV,A4003200501,9350,6850,0,0,0,9350,6850,0,0,0,1,3,,24.947,63.58,,,,,,
8X4 SECOND Front PARABOLIC SPRING ASSY M/L,653101,AMI,8X4 SECOND Front PARABOLIC SPRING ASSY M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,LOOSE LEAF,M/L,Front,DICV,DICV,A4003200601,9530,6980,0,0,0,9530,6980,0,0,0,1,3,,24.947,63.58,,,,,,
TATA 1516/2416 (F) 4/L,193104,AMI,TATA 1516/2416 (F) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,TATA,1516,2.57632E+11,1700,1240,0,0,0,1700,1240,0,0,0,1,3,,7.92,59.53,,,,,,
AMW FR PART NO 251000003 M/L,283101,AMI,AMW FR PART NO 251000003 M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,AMW,AMW,251000033/251000003,3760,2750,0,0,0,3760,2750,0,0,0,1,3,,18.09,77.72,,,,,,
EICHER MCV FR (11.10) 6/L,068106N,AMI,EICHER MCV FR (11.10) 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,EICHER,EICHER,IA204101,640,470,0,0,0,640,470,0,0,0,1,3,,3.488,29.13,,,,,,
EICHER MCV RR (11.10) 6/L,068206N,AMI,EICHER MCV RR (11.10) 6/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,EICHER,EICHER,IA204189/IA204164(M/L),880,640,0,0,0,880,640,0,0,0,1,3,,4.724,35.63,,,,,,
SWARAJ MAZDA(T)(F)LP0134010D 7/L,70107,AMI,SWARAJ MAZDA(T)(F)LP0134010D 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,SWARAJ MAZDA,SWARAJ MAZDA,LPX134010,500,370,0,0,0,500,370,0,0,0,1,3,,2.31,24.41,,,,,,
TATA 5545 3240 0152 ACE EDGE MEGA RR (CONV.) M/L,694201,AMI,TATA 5545 3240 0152 ACE EDGE MEGA RR (CONV.) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,TATA,ACE,5.54532E+11,1640,1200,0,0,0,1640,1200,0,0,0,1,3,,4.97,55.12,,,,,,
YORK TRAILER ASSY PART NO:77071 7/L,327207,AMI,YORK TRAILER ASSY PART NO:77071 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,YORK MOTORS,YORK TRAILER,770710,830,610,0,0,0,830,610,0,0,0,1,3,,4.93,22.05,,,,,,
M&M TOURISTER Rear 25 SEATER - 0402AZ0020N 1WR,3402021,AMI,M&M TOURISTER Rear 25 SEATER - 0402AZ0020N 1WR,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,1WR,Rear,MAHINDRA,OTHERS,0402AZ0020N,1670,1220,0,0,0,1670,1220,0,0,0,1,3,,6.97,58.19,,,,,,
